game,difficulty,amplitude,velocity,time,xpos,y_computer,y_human,y_error,trial,x,y,z
juego3,facil,0.0,0.008,0,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,33,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,43,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,53,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,63,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,73,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,84,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,94,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,104,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,114,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,124,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,134,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,144,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,154,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,164,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,174,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,184,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,194,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,204,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,214,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,224,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,234,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,244,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,254,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,265,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,275,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,285,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,295,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
juego3,facil,0.0,0.008,305,400,346,345,-1,0,0.8819262385368347,1082.2750945091248,9.637073516845703
